latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
32.864674,-97.05017,186.0,-18000,America/Chicago,GMT-5

time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),wind_speed_10m (km/h),cloud_cover (%),precipitation (mm),shortwave_radiation (W/m²)
2023-01-01T00:00,16.4,54,6.9,12.7,19.4,0,0.00,0.0
2023-01-01T01:00,15.6,56,6.8,12.2,17.7,39,0.00,0.0
2023-01-01T02:00,14.8,60,6.9,11.5,16.7,0,0.00,0.0
2023-01-01T03:00,14.3,61,6.9,11.0,17.6,6,0.00,0.0
2023-01-01T04:00,14.1,61,6.8,10.6,18.5,2,0.00,0.0
2023-01-01T05:00,13.9,62,6.8,10.7,16.8,2,0.00,0.0
2023-01-01T06:00,13.8,62,6.7,10.5,16.8,23,0.00,0.0
2023-01-01T07:00,14.6,62,7.4,11.4,16.8,99,0.00,0.0
2023-01-01T08:00,14.3,65,7.7,11.1,17.8,100,0.00,0.0
2023-01-01T09:00,14.8,65,8.3,11.4,20.0,99,0.00,6.0
2023-01-01T10:00,16.2,64,9.4,12.8,22.1,98,0.00,90.0
2023-01-01T11:00,18.4,62,10.9,15.8,20.0,100,0.00,274.0
2023-01-01T12:00,20.1,58,11.8,17.6,21.1,98,0.00,410.0
2023-01-01T13:00,21.5,55,12.1,19.1,20.7,93,0.00,481.0
2023-01-01T14:00,22.6,53,12.6,20.4,20.7,93,0.00,554.0
2023-01-01T15:00,23.1,53,12.9,21.0,20.5,100,0.00,521.0
2023-01-01T16:00,23.0,54,13.2,21.1,19.8,100,0.00,404.0
2023-01-01T17:00,22.5,57,13.5,20.9,18.8,99,0.00,283.0
2023-01-01T18:00,21.0,66,14.4,20.2,15.2,100,0.00,126.0
2023-01-01T19:00,19.1,70,13.6,18.1,15.5,100,0.00,10.0
2023-01-01T20:00,19.0,74,14.4,18.1,16.6,100,0.00,0.0
2023-01-01T21:00,18.7,81,15.4,17.9,17.8,100,0.00,0.0
2023-01-01T22:00,18.4,87,16.2,17.9,18.6,100,0.00,0.0
2023-01-01T23:00,18.0,91,16.5,17.8,17.4,100,0.00,0.0
2023-01-02T00:00,17.8,93,16.7,17.7,16.7,99,0.00,0.0
2023-01-02T01:00,17.5,93,16.4,17.5,15.2,97,0.00,0.0
2023-01-02T02:00,17.1,94,16.1,17.1,14.8,92,0.00,0.0
2023-01-02T03:00,17.0,95,16.3,17.0,15.2,100,0.00,0.0
2023-01-02T04:00,17.7,97,17.2,17.8,16.6,100,0.00,0.0
2023-01-02T05:00,18.5,96,17.8,18.7,17.5,100,0.00,0.0
2023-01-02T06:00,18.3,97,17.8,19.6,10.0,100,0.10,0.0
2023-01-02T07:00,19.5,91,18.0,18.6,26.3,100,0.00,0.0
2023-01-02T08:00,19.5,94,18.5,19.5,21.1,100,0.10,0.0
2023-01-02T09:00,19.9,93,18.8,19.8,22.6,100,0.10,2.0
2023-01-02T10:00,20.7,91,19.2,20.6,24.5,100,0.10,30.0
2023-01-02T11:00,21.4,86,19.0,20.3,30.6,84,0.00,43.0
2023-01-02T12:00,21.2,87,19.0,20.7,27.0,85,0.20,143.0
2023-01-02T13:00,22.6,81,19.1,22.4,25.3,87,0.00,319.0
2023-01-02T14:00,24.0,74,19.0,23.3,28.1,100,0.30,517.0
2023-01-02T15:00,22.0,84,19.1,22.4,20.2,53,3.80,172.0
2023-01-02T16:00,22.0,82,18.8,21.9,23.1,100,0.70,279.0
2023-01-02T17:00,20.0,95,19.2,20.8,18.4,100,0.90,104.0
2023-01-02T18:00,19.8,92,18.4,19.2,25.5,88,0.00,50.0
2023-01-02T19:00,19.5,94,18.4,20.3,15.5,100,0.00,7.0
2023-01-02T20:00,21.0,86,18.6,21.1,21.6,98,0.00,0.0
2023-01-02T21:00,20.7,74,15.9,20.1,17.8,35,0.00,0.0
2023-01-02T22:00,20.2,80,16.7,20.1,16.7,17,0.00,0.0
2023-01-02T23:00,19.6,83,16.6,19.1,19.9,58,0.20,0.0
2023-01-03T00:00,19.5,66,12.9,17.7,19.1,20,0.00,0.0
2023-01-03T01:00,18.0,47,6.6,14.4,18.4,31,0.00,0.0
2023-01-03T02:00,16.4,36,1.4,12.1,16.2,48,0.00,0.0
2023-01-03T03:00,15.6,34,-0.2,10.6,19.5,80,0.00,0.0
2023-01-03T04:00,14.4,34,-1.1,9.9,14.6,86,0.00,0.0
2023-01-03T05:00,13.5,37,-1.1,9.6,10.8,100,0.00,0.0
2023-01-03T06:00,13.8,36,-0.9,10.3,8.5,60,0.00,0.0
2023-01-03T07:00,13.3,39,-0.3,9.5,11.3,99,0.00,0.0
2023-01-03T08:00,11.9,43,-0.1,8.1,11.5,62,0.00,0.0
2023-01-03T09:00,11.8,45,0.3,7.9,12.5,48,0.00,8.0
2023-01-03T10:00,13.7,44,1.8,9.9,13.8,35,0.00,131.0
2023-01-03T11:00,15.9,39,2.0,12.2,12.8,23,0.00,299.0
2023-01-03T12:00,17.6,35,1.8,13.5,15.7,96,0.00,459.0
2023-01-03T13:00,18.2,30,0.3,13.1,20.9,50,0.00,488.0
2023-01-03T14:00,18.7,30,0.9,14.0,19.1,97,0.00,561.0
2023-01-03T15:00,19.0,27,-0.3,13.9,20.5,67,0.00,533.0
2023-01-03T16:00,19.0,25,-1.6,13.9,18.2,29,0.00,440.0
2023-01-03T17:00,18.4,26,-1.4,13.5,17.6,27,0.00,320.0
2023-01-03T18:00,16.5,35,0.8,13.3,7.9,29,0.00,146.0
2023-01-03T19:00,13.1,46,1.8,10.2,7.1,6,0.00,13.0
2023-01-03T20:00,13.1,46,1.9,10.2,7.7,95,0.00,0.0
2023-01-03T21:00,11.9,48,1.3,9.0,6.2,95,0.00,0.0
2023-01-03T22:00,11.4,49,0.9,8.0,9.3,91,0.00,0.0
2023-01-03T23:00,9.6,57,1.6,6.9,6.2,0,0.00,0.0
2023-01-04T00:00,8.6,63,2.0,5.9,6.5,0,0.00,0.0
2023-01-04T01:00,6.8,73,2.3,4.0,7.6,0,0.00,0.0
2023-01-04T02:00,6.6,75,2.5,3.8,7.6,0,0.00,0.0
2023-01-04T03:00,6.0,77,2.2,3.3,6.5,0,0.00,0.0
2023-01-04T04:00,5.2,80,2.0,2.4,6.7,0,0.00,0.0
2023-01-04T05:00,4.9,80,1.8,2.1,6.8,0,0.00,0.0
2023-01-04T06:00,4.1,84,1.5,1.2,6.9,0,0.00,0.0
2023-01-04T07:00,4.4,85,2.2,1.6,7.2,0,0.00,0.0
2023-01-04T08:00,3.2,89,1.5,-0.0,9.4,1,0.00,0.0
2023-01-04T09:00,4.2,84,1.8,1.1,8.3,0,0.00,9.0
2023-01-04T10:00,6.2,71,1.4,2.7,10.7,0,0.00,133.0
2023-01-04T11:00,7.7,63,1.1,4.3,9.6,0,0.00,309.0
2023-01-04T12:00,9.2,57,1.0,6.2,7.8,0,0.00,457.0
2023-01-04T13:00,10.5,53,1.3,8.1,3.3,0,0.00,554.0
2023-01-04T14:00,11.6,51,1.9,9.7,2.9,0,0.00,588.0
2023-01-04T15:00,12.6,49,2.2,10.2,4.8,0,0.00,559.0
2023-01-04T16:00,13.2,47,2.1,10.4,7.2,0,0.00,468.0
2023-01-04T17:00,13.2,46,1.8,10.2,7.9,29,0.00,325.0
2023-01-04T18:00,12.1,56,3.7,10.0,4.2,0,0.00,150.0
2023-01-04T19:00,9.6,62,2.8,6.9,7.4,0,0.00,14.0
2023-01-04T20:00,8.8,68,3.2,6.0,7.9,0,0.00,0.0
2023-01-04T21:00,7.7,73,3.1,5.0,7.6,0,0.00,0.0
2023-01-04T22:00,6.9,76,3.0,4.5,6.0,0,0.00,0.0
2023-01-04T23:00,6.8,76,2.9,3.8,9.5,0,0.00,0.0
2023-01-05T00:00,6.5,71,1.5,3.2,9.9,0,0.00,0.0
2023-01-05T01:00,4.9,76,1.0,1.8,7.6,0,0.00,0.0
2023-01-05T02:00,3.8,82,0.9,0.6,8.4,0,0.00,0.0
2023-01-05T03:00,3.8,80,0.7,0.9,6.4,0,0.00,0.0
2023-01-05T04:00,3.7,77,0.1,0.4,8.0,0,0.00,0.0
2023-01-05T05:00,3.5,75,-0.4,0.1,8.5,0,0.00,0.0
2023-01-05T06:00,3.3,76,-0.6,-0.1,7.9,0,0.00,0.0
2023-01-05T07:00,3.5,74,-0.8,-0.1,9.4,0,0.00,0.0
2023-01-05T08:00,2.7,78,-0.8,-0.8,8.4,0,0.00,0.0
2023-01-05T09:00,2.8,77,-0.9,-0.7,8.7,0,0.00,9.0
2023-01-05T10:00,5.3,67,-0.2,1.8,9.7,0,0.00,135.0
2023-01-05T11:00,7.8,57,-0.2,5.0,4.3,74,0.00,316.0
2023-01-05T12:00,9.9,50,-0.2,7.2,3.6,98,0.00,461.0
2023-01-05T13:00,11.6,43,-0.4,8.7,5.5,0,0.00,539.0
2023-01-05T14:00,13.1,40,-0.2,10.0,8.3,0,0.00,599.0
2023-01-05T15:00,14.1,39,0.2,10.8,8.6,0,0.00,569.0
2023-01-05T16:00,14.4,38,0.1,11.4,5.9,0,0.00,476.0
2023-01-05T17:00,14.1,38,-0.1,11.3,5.1,0,0.00,331.0
2023-01-05T18:00,12.2,53,2.9,9.8,5.1,0,0.00,154.0
2023-01-05T19:00,13.4,32,-3.2,10.2,4.0,44,0.00,15.0
2023-01-05T20:00,12.4,35,-2.8,9.2,5.4,1,0.00,0.0
2023-01-05T21:00,8.4,54,-0.6,4.7,10.2,0,0.00,0.0
2023-01-05T22:00,7.5,60,0.3,4.1,9.3,10,0.00,0.0
2023-01-05T23:00,6.8,63,0.2,3.2,10.2,28,0.00,0.0
2023-01-06T00:00,6.8,60,-0.4,3.3,8.5,100,0.00,0.0
2023-01-06T01:00,6.2,64,0.0,2.8,9.4,95,0.00,0.0
2023-01-06T02:00,6.3,65,0.3,3.0,8.7,97,0.00,0.0
2023-01-06T03:00,7.4,60,0.2,4.0,9.0,44,0.00,0.0
2023-01-06T04:00,6.0,67,0.3,2.6,8.9,26,0.00,0.0
2023-01-06T05:00,5.2,73,0.8,1.9,9.6,87,0.00,0.0
2023-01-06T06:00,5.8,73,1.4,2.4,9.7,21,0.00,0.0
2023-01-06T07:00,6.1,74,1.8,2.7,10.9,11,0.00,0.0
2023-01-06T08:00,6.1,76,2.2,2.5,12.4,1,0.00,0.0
2023-01-06T09:00,6.8,75,2.7,3.1,14.2,0,0.00,8.0
2023-01-06T10:00,9.6,69,4.1,5.8,16.7,8,0.00,128.0
2023-01-06T11:00,12.3,64,5.6,8.8,16.4,1,0.00,298.0
2023-01-06T12:00,14.9,61,7.6,11.4,19.7,3,0.00,439.0
2023-01-06T13:00,17.1,63,10.1,13.7,23.3,27,0.00,532.0
2023-01-06T14:00,18.5,67,12.3,15.3,26.3,22,0.00,537.0
2023-01-06T15:00,18.8,67,12.6,15.9,25.2,29,0.00,532.0
2023-01-06T16:00,19.5,65,12.9,16.8,25.0,33,0.00,448.0
2023-01-06T17:00,19.5,65,12.7,16.5,26.5,26,0.00,314.0
2023-01-06T18:00,18.8,69,12.9,16.6,21.3,29,0.00,141.0
2023-01-06T19:00,17.9,77,13.8,16.3,19.3,19,0.00,15.0
2023-01-06T20:00,18.5,75,13.9,16.5,22.1,89,0.00,0.0
2023-01-06T21:00,19.0,73,14.1,17.1,22.8,53,0.00,0.0
2023-01-06T22:00,18.9,74,14.1,17.2,21.1,96,0.00,0.0
2023-01-06T23:00,18.2,76,14.0,16.6,19.7,42,0.00,0.0
2023-01-07T00:00,17.7,77,13.7,15.7,21.6,31,0.00,0.0
2023-01-07T01:00,17.3,77,13.2,15.0,23.0,0,0.00,0.0
2023-01-07T02:00,16.8,80,13.4,14.7,21.7,25,0.00,0.0
2023-01-07T03:00,16.2,86,13.9,14.7,19.3,0,0.00,0.0
2023-01-07T04:00,15.8,90,14.1,14.4,18.1,1,0.00,0.0
2023-01-07T05:00,15.6,91,14.1,14.2,18.9,4,0.00,0.0
2023-01-07T06:00,14.8,92,13.4,13.8,14.0,47,0.00,0.0
2023-01-07T07:00,13.9,95,13.1,13.4,10.2,51,0.00,0.0
2023-01-07T08:00,12.0,91,10.6,10.6,10.8,37,0.00,0.0
2023-01-07T09:00,10.5,74,6.1,7.8,12.1,1,0.00,7.0
2023-01-07T10:00,11.1,64,4.4,7.5,15.1,37,0.00,123.0
2023-01-07T11:00,11.8,58,3.9,7.8,17.4,88,0.00,285.0
2023-01-07T12:00,12.8,54,3.6,8.9,16.4,100,0.00,366.0
2023-01-07T13:00,12.6,53,3.3,9.0,14.3,100,0.00,330.0
2023-01-07T14:00,12.6,53,3.2,9.3,11.6,77,0.00,256.0
2023-01-07T15:00,14.2,49,3.7,11.0,11.6,0,0.00,408.0
2023-01-07T16:00,15.7,45,4.0,12.5,12.0,0,0.00,426.0
2023-01-07T17:00,15.9,44,3.7,12.3,14.6,0,0.00,335.0
2023-01-07T18:00,14.6,48,3.8,11.3,13.0,9,0.00,156.0
2023-01-07T19:00,12.1,55,3.3,8.9,11.4,28,0.00,17.0
2023-01-07T20:00,12.1,56,3.5,9.1,9.7,82,0.10,0.0
2023-01-07T21:00,11.1,58,3.2,7.8,11.6,100,0.00,0.0
2023-01-07T22:00,10.1,59,2.5,6.1,15.6,85,0.00,0.0
2023-01-07T23:00,9.6,60,2.2,5.5,16.3,96,0.00,0.0
2023-01-08T00:00,9.0,62,2.0,5.4,12.1,99,0.00,0.0
2023-01-08T01:00,8.4,63,1.8,4.9,11.4,100,0.00,0.0
2023-01-08T02:00,7.9,64,1.5,4.3,11.8,100,0.00,0.0
2023-01-08T03:00,7.6,65,1.4,4.2,10.3,99,0.00,0.0
2023-01-08T04:00,7.6,64,1.1,4.2,9.5,100,0.00,0.0
2023-01-08T05:00,7.2,65,1.1,4.0,8.8,78,0.00,0.0
2023-01-08T06:00,5.6,73,1.1,2.7,6.9,100,0.00,0.0
2023-01-08T07:00,6.7,66,0.8,2.9,12.0,81,0.00,0.0
2023-01-08T08:00,5.6,71,0.9,2.0,10.9,90,0.00,0.0
2023-01-08T09:00,5.1,75,0.9,1.5,11.2,10,0.00,8.0
2023-01-08T10:00,6.8,69,1.5,3.2,11.5,0,0.00,132.0
2023-01-08T11:00,8.4,63,1.8,4.7,13.0,0,0.00,312.0
2023-01-08T12:00,10.1,59,2.4,6.6,11.5,0,0.00,463.0
2023-01-08T13:00,11.6,56,3.0,8.7,9.5,0,0.00,562.0
2023-01-08T14:00,13.0,52,3.2,10.6,7.9,0,0.00,599.0
2023-01-08T15:00,13.9,48,2.9,11.2,7.8,0,0.00,572.0
2023-01-08T16:00,14.2,46,2.7,11.4,7.6,0,0.00,482.0
2023-01-08T17:00,14.0,46,2.5,11.2,7.4,0,0.00,339.0
2023-01-08T18:00,12.7,55,3.8,10.6,4.4,0,0.00,163.0
2023-01-08T19:00,13.7,42,0.9,11.4,2.2,0,0.00,18.0
2023-01-08T20:00,13.1,44,1.0,10.5,4.6,0,0.00,0.0
2023-01-08T21:00,10.8,53,1.7,8.0,6.6,0,0.00,0.0
2023-01-08T22:00,9.6,59,2.0,6.6,7.6,0,0.00,0.0
2023-01-08T23:00,8.1,67,2.3,5.1,8.3,33,0.00,0.0
2023-01-09T00:00,6.5,77,2.8,3.5,9.5,60,0.00,0.0
2023-01-09T01:00,6.1,81,3.0,3.2,9.0,16,0.00,0.0
2023-01-09T02:00,6.1,79,2.7,3.0,9.8,100,0.00,0.0
2023-01-09T03:00,4.8,84,2.2,1.3,11.5,100,0.00,0.0
2023-01-09T04:00,4.5,84,2.0,1.0,11.8,100,0.00,0.0
2023-01-09T05:00,4.7,83,2.0,1.4,9.8,100,0.00,0.0
2023-01-09T06:00,5.1,82,2.2,2.0,8.7,100,0.00,0.0
2023-01-09T07:00,5.0,84,2.5,2.2,7.3,83,0.00,0.0
2023-01-09T08:00,4.2,88,2.4,1.3,8.0,4,0.00,0.0
2023-01-09T09:00,4.4,88,2.7,1.5,8.9,0,0.00,8.0
2023-01-09T10:00,7.7,77,3.8,4.6,11.5,79,0.00,132.0
2023-01-09T11:00,10.6,67,4.7,7.7,11.3,0,0.00,270.0
2023-01-09T12:00,13.4,59,5.7,10.4,13.9,32,0.00,454.0
2023-01-09T13:00,15.6,54,6.2,12.3,16.2,0,0.00,545.0
2023-01-09T14:00,17.2,49,6.6,13.9,18.1,0,0.00,585.0
2023-01-09T15:00,18.5,46,6.6,14.6,20.9,0,0.00,559.0
2023-01-09T16:00,19.1,44,6.5,15.0,22.3,0,0.00,471.0
2023-01-09T17:00,19.0,45,6.7,15.1,21.2,0,0.00,332.0
2023-01-09T18:00,17.5,51,7.2,14.5,15.5,0,0.00,160.0
2023-01-09T19:00,15.5,55,6.5,12.5,14.4,0,0.00,19.0
2023-01-09T20:00,15.1,58,6.9,11.8,17.8,0,0.00,0.0
2023-01-09T21:00,14.6,62,7.4,11.4,17.3,36,0.00,0.0
2023-01-09T22:00,14.1,67,8.0,10.9,18.0,19,0.00,0.0
2023-01-09T23:00,13.9,69,8.4,10.8,18.4,99,0.00,0.0
2023-01-10T00:00,13.8,73,8.9,11.0,17.7,85,0.00,0.0
2023-01-10T01:00,13.4,77,9.4,10.8,16.4,33,0.00,0.0
2023-01-10T02:00,12.4,82,9.5,10.2,14.4,0,0.00,0.0
2023-01-10T03:00,11.6,85,9.2,9.7,12.0,0,0.00,0.0
2023-01-10T04:00,11.1,86,8.9,9.1,11.8,0,0.00,0.0
2023-01-10T05:00,10.8,86,8.5,8.7,11.1,0,0.00,0.0
2023-01-10T06:00,10.5,84,7.9,8.4,10.6,0,0.00,0.0
2023-01-10T07:00,11.8,71,6.7,8.7,15.5,0,0.00,0.0
2023-01-10T08:00,11.1,73,6.4,7.9,16.1,0,0.00,0.0
2023-01-10T09:00,11.3,73,6.6,8.0,16.6,21,0.00,8.0
2023-01-10T10:00,13.8,65,7.3,10.4,18.8,2,0.00,132.0
2023-01-10T11:00,16.9,58,8.6,14.0,17.1,0,0.00,307.0
2023-01-10T12:00,19.4,53,9.4,16.3,19.7,4,0.00,453.0
2023-01-10T13:00,21.6,47,9.8,18.5,21.4,7,0.00,552.0
2023-01-10T14:00,23.5,42,9.9,20.4,22.5,13,0.00,590.0
2023-01-10T15:00,25.0,39,9.9,21.6,23.4,0,0.00,562.0
2023-01-10T16:00,26.5,31,8.1,22.6,23.2,9,0.00,474.0
2023-01-10T17:00,26.6,27,6.2,23.3,15.9,19,0.00,335.0
2023-01-10T18:00,23.8,30,5.3,20.7,13.1,66,0.00,165.0
2023-01-10T19:00,20.6,34,4.3,17.3,13.8,19,0.00,20.0
2023-01-10T20:00,20.3,32,3.2,16.6,14.8,47,0.00,0.0
2023-01-10T21:00,19.2,32,2.3,15.4,14.3,24,0.00,0.0
2023-01-10T22:00,18.6,31,1.2,14.3,16.3,52,0.00,0.0
2023-01-10T23:00,18.0,31,0.8,13.3,18.7,80,0.00,0.0
2023-01-11T00:00,17.2,33,0.8,12.8,16.1,48,0.00,0.0
2023-01-11T01:00,16.9,30,-0.8,12.2,16.6,74,0.00,0.0
2023-01-11T02:00,16.5,29,-1.6,11.8,15.8,90,0.00,0.0
2023-01-11T03:00,16.0,29,-2.0,11.4,15.3,72,0.00,0.0
2023-01-11T04:00,15.9,29,-2.0,11.3,15.2,96,0.00,0.0
2023-01-11T05:00,16.2,30,-1.4,11.4,16.7,100,0.00,0.0
2023-01-11T06:00,15.6,32,-1.1,11.1,15.3,100,0.00,0.0
2023-01-11T07:00,14.6,33,-1.7,10.3,13.0,100,0.00,0.0
2023-01-11T08:00,14.3,34,-1.2,9.9,14.1,100,0.00,0.0
2023-01-11T09:00,14.1,37,-0.5,9.8,14.5,100,0.00,8.0
2023-01-11T10:00,16.4,35,0.9,12.0,16.4,0,0.00,127.0
2023-01-11T11:00,19.5,34,3.1,15.5,15.9,0,0.00,315.0
2023-01-11T12:00,22.0,31,4.2,18.2,16.5,12,0.00,466.0
2023-01-11T13:00,24.1,36,7.9,21.2,16.3,66,0.00,564.0
2023-01-11T14:00,26.1,37,10.5,23.8,18.8,100,0.00,600.0
2023-01-11T15:00,27.1,40,12.2,24.7,21.5,100,0.00,508.0
2023-01-11T16:00,27.9,38,12.1,25.4,21.3,81,0.00,356.0
2023-01-11T17:00,28.1,34,10.6,25.4,20.0,35,0.00,320.0
2023-01-11T18:00,26.4,32,8.4,23.2,19.4,61,0.00,165.0
2023-01-11T19:00,23.1,61,15.3,22.0,20.2,47,0.00,20.0
2023-01-11T20:00,22.8,67,16.2,21.3,24.9,0,0.00,0.0
2023-01-11T21:00,23.2,28,3.5,18.0,25.5,0,0.00,0.0
2023-01-11T22:00,23.2,12,-7.4,15.9,29.9,0,0.00,0.0
2023-01-11T23:00,20.2,16,-6.6,13.8,23.9,75,0.00,0.0
2023-01-12T00:00,19.5,16,-6.8,13.2,22.4,100,0.00,0.0
2023-01-12T01:00,19.2,14,-8.6,12.2,26.6,58,0.00,0.0
2023-01-12T02:00,17.7,15,-9.2,10.4,27.9,0,0.00,0.0
2023-01-12T03:00,14.2,31,-2.8,7.3,30.7,0,0.00,0.0
2023-01-12T04:00,11.4,42,-1.0,4.6,30.8,0,0.00,0.0
2023-01-12T05:00,10.1,49,-0.1,3.5,30.4,0,0.00,0.0
2023-01-12T06:00,9.1,53,-0.1,2.5,30.1,0,0.00,0.0
2023-01-12T07:00,7.8,59,0.2,1.3,30.1,0,0.00,0.0
2023-01-12T08:00,7.2,59,-0.3,1.3,25.2,1,0.00,0.0
2023-01-12T09:00,7.2,59,-0.3,1.4,24.7,4,0.00,8.0
2023-01-12T10:00,8.4,56,0.2,2.6,25.8,1,0.00,129.0
2023-01-12T11:00,9.6,53,0.6,3.2,29.7,8,0.00,308.0
2023-01-12T12:00,10.7,50,0.6,4.4,29.4,6,0.00,456.0
2023-01-12T13:00,11.8,46,0.3,5.7,27.5,2,0.00,542.0
2023-01-12T14:00,12.6,43,0.2,6.7,27.2,2,0.00,595.0
2023-01-12T15:00,12.6,42,0.1,6.5,28.2,2,0.00,578.0
2023-01-12T16:00,12.8,41,-0.3,6.6,27.2,0,0.00,490.0
2023-01-12T17:00,12.5,40,-0.6,6.5,26.1,0,0.00,349.0
2023-01-12T18:00,11.4,41,-1.2,5.7,23.6,0,0.00,174.0
2023-01-12T19:00,10.6,43,-1.5,6.4,12.4,0,0.00,23.0
2023-01-12T20:00,9.4,45,-1.8,5.5,10.8,0,0.00,0.0
2023-01-12T21:00,8.1,49,-1.9,4.4,9.2,0,0.00,0.0
2023-01-12T22:00,7.0,54,-1.6,3.5,8.1,1,0.00,0.0
2023-01-12T23:00,6.5,53,-2.5,2.7,9.2,0,0.00,0.0
2023-01-13T00:00,6.4,49,-3.6,2.3,10.7,39,0.00,0.0
2023-01-13T01:00,6.2,50,-3.5,1.8,12.5,91,0.00,0.0
2023-01-13T02:00,6.0,51,-3.3,1.5,13.2,94,0.00,0.0
2023-01-13T03:00,5.9,52,-3.2,1.3,13.6,71,0.00,0.0
2023-01-13T04:00,5.4,55,-2.9,1.2,11.5,35,0.00,0.0
2023-01-13T05:00,4.2,62,-2.4,0.6,7.9,34,0.00,0.0
2023-01-13T06:00,3.8,66,-2.0,0.1,8.2,10,0.00,0.0
2023-01-13T07:00,2.2,73,-2.0,-1.3,7.4,48,0.00,0.0
2023-01-13T08:00,1.0,80,-2.0,-2.7,8.8,90,0.00,0.0
2023-01-13T09:00,2.5,77,-1.1,-1.1,8.7,32,0.00,9.0
2023-01-13T10:00,4.8,68,-0.6,1.6,6.6,0,0.00,137.0
2023-01-13T11:00,6.8,57,-1.2,3.2,8.2,0,0.00,320.0
2023-01-13T12:00,8.6,51,-0.9,5.0,8.9,0,0.00,474.0
2023-01-13T13:00,10.4,45,-1.0,7.0,8.2,0,0.00,576.0
2023-01-13T14:00,11.8,40,-1.4,8.6,8.5,0,0.00,615.0
2023-01-13T15:00,12.6,39,-1.0,9.4,8.3,0,0.00,588.0
2023-01-13T16:00,13.1,38,-0.9,9.9,7.0,0,0.00,498.0
2023-01-13T17:00,13.2,37,-1.0,10.2,5.4,9,0.00,354.0
2023-01-13T18:00,12.3,64,5.8,10.8,2.9,9,0.00,177.0
2023-01-13T19:00,9.6,49,-0.6,6.2,8.3,0,0.00,24.0
2023-01-13T20:00,9.3,48,-1.2,6.0,6.9,0,0.00,0.0
2023-01-13T21:00,8.1,51,-1.5,4.5,8.6,0,0.00,0.0
2023-01-13T22:00,7.2,55,-1.2,3.6,8.7,0,0.00,0.0
2023-01-13T23:00,6.7,60,-0.6,3.2,8.4,0,0.00,0.0
2023-01-14T00:00,5.8,68,0.3,2.5,7.7,0,0.00,0.0
2023-01-14T01:00,5.2,71,0.5,2.0,8.1,0,0.00,0.0
2023-01-14T02:00,4.9,70,-0.1,1.5,8.4,0,0.00,0.0
2023-01-14T03:00,4.4,70,-0.5,1.0,7.9,0,0.00,0.0
2023-01-14T04:00,4.1,72,-0.6,0.6,8.9,0,0.00,0.0
2023-01-14T05:00,3.7,73,-0.6,0.3,8.2,0,0.00,0.0
2023-01-14T06:00,3.5,73,-0.9,-0.2,9.3,0,0.00,0.0
2023-01-14T07:00,2.8,74,-1.4,-0.6,7.6,27,0.00,0.0
2023-01-14T08:00,1.9,80,-1.2,-1.6,8.1,96,0.00,0.0
2023-01-14T09:00,2.7,79,-0.6,-0.8,8.2,100,0.00,9.0
2023-01-14T10:00,5.5,69,0.3,2.2,8.7,21,0.00,136.0
2023-01-14T11:00,8.4,58,0.6,4.7,11.4,100,0.00,318.0
2023-01-14T12:00,11.0,46,-0.1,6.5,15.9,100,0.00,463.0
2023-01-14T13:00,12.9,38,-0.9,7.8,20.3,99,0.00,569.0
2023-01-14T14:00,14.3,35,-0.8,9.1,22.2,97,0.00,616.0
2023-01-14T15:00,15.2,33,-0.9,9.7,23.5,97,0.00,584.0
2023-01-14T16:00,15.6,32,-1.1,9.6,25.1,77,0.00,497.0
2023-01-14T17:00,15.4,32,-1.1,9.3,25.9,15,0.00,357.0
2023-01-14T18:00,14.2,35,-1.0,8.7,22.6,7,0.00,181.0
2023-01-14T19:00,13.1,36,-1.5,7.9,19.3,51,0.00,26.0
2023-01-14T20:00,12.6,39,-1.1,7.3,20.4,56,0.00,0.0
2023-01-14T21:00,12.1,42,-0.6,6.6,22.5,48,0.00,0.0
2023-01-14T22:00,11.7,43,-0.4,6.0,24.0,0,0.00,0.0
2023-01-14T23:00,11.4,44,-0.5,5.6,24.5,22,0.00,0.0
2023-01-15T00:00,11.1,44,-0.6,5.3,24.8,0,0.00,0.0
2023-01-15T01:00,11.0,49,0.7,5.3,25.6,0,0.00,0.0
2023-01-15T02:00,10.9,61,3.5,5.6,25.7,83,0.00,0.0
2023-01-15T03:00,10.8,68,5.0,6.2,22.7,59,0.00,0.0
2023-01-15T04:00,10.6,72,5.8,6.6,20.1,39,0.00,0.0
2023-01-15T05:00,10.3,76,6.3,6.3,21.2,0,0.00,0.0
2023-01-15T06:00,10.2,78,6.7,6.1,22.4,0,0.00,0.0
2023-01-15T07:00,10.4,79,6.9,6.1,23.9,0,0.00,0.0
2023-01-15T08:00,10.5,81,7.3,6.2,25.0,0,0.00,0.0
2023-01-15T09:00,11.2,81,8.1,7.2,24.4,5,0.00,9.0
2023-01-15T10:00,13.6,74,9.2,9.3,28.5,7,0.00,131.0
2023-01-15T11:00,15.6,70,10.1,11.7,26.6,36,0.00,306.0
2023-01-15T12:00,17.4,64,10.6,13.0,31.8,99,0.00,453.0
2023-01-15T13:00,19.1,59,10.8,14.7,32.2,100,0.00,505.0
2023-01-15T14:00,19.9,54,10.2,15.2,32.7,100,0.00,459.0
2023-01-15T15:00,20.0,48,8.9,15.0,32.8,92,0.00,313.0
